,TRADE_DATETIME,TRADE_MONTH,INSTRUMENT,COUNTERPARTY,SIDE,BOUGHTCCY,BOUGHTAMT,SOLDCCY,SOLDAMT,XRATE,INTERBANKSPOTRATE,INTERBANKRATE,MATURITY_DATE,MATURITY,MATURITY_GROUPS,CCYPAIR,RIC,PRICE
10,2023-11-13 12:25:44,2023-11-01,Forward,AARSTIDER_AS,Sell,DKK,485160.64,EUR,65000.0,7.4640099,7.45982,7.4600299,2023-11-13,0,0D,EUR/DKK,EURDKK=,7.464009846153846
11,2023-11-20 10:37:58,2023-11-01,Forward,AARSTIDER_AS,Sell,DKK,537289.38,EUR,72000.0,0.134006,0.13411,0.134106,2023-11-20,0,0D,EUR/DKK,EURDKK=,7.4623525
12,2023-11-27 11:45:07,2023-11-01,Forward,AARSTIDER_AS,Sell,DKK,619145.41,EUR,83000.0,7.4595833,7.45541,7.4556033,2023-11-27,0,0D,EUR/DKK,EURDKK=,7.459583253012049
13,2023-11-06 11:21:10,2023-11-01,Forward,AARSTIDER_AS,Sell,DKK,373157.27,EUR,50000.0,7.4631454,7.45894,7.4591654,2023-11-06,0,0D,EUR/DKK,EURDKK=,7.4631454
14,2023-11-21 11:30:22,2023-11-01,Forward,AASTED_MKROV,Buy,USD,28000.0,DKK,190438.64,6.8013799,6.8096,6.8105799,2023-11-21,0,0D,USD/DKK,USDDKK=,6.801380000000001
15,2023-11-21 11:30:37,2023-11-01,Forward,AASTED_MKROV,Buy,EUR,766000.0,DKK,5704047.88,7.4465377,7.45628,7.4564877,2023-11-21,0,0D,EUR/DKK,EURDKK=,7.446537702349869
16,2023-11-02 13:36:14,2023-11-01,Forward,AASTED_MKROV,Sell,DKK,91251.28,USD,13000.0,7.019329,7.00866,7.010129,2023-11-02,0,0D,USD/DKK,USDDKK=,7.01932923076923
17,2023-11-02 13:37:45,2023-11-01,Forward,AASTED_MKROV,Buy,EUR,997000.0,DKK,7431488.05,7.4538496,7.46346,7.4637996,2023-11-02,0,0D,EUR/DKK,EURDKK=,7.453849598796389
18,2023-11-09 12:22:15,2023-11-01,Forward,AASTED_MKROV,Buy,EUR,493000.0,DKK,3672184.45,7.44865,7.4583,7.4586,2023-11-09,0,0D,EUR/DKK,EURDKK=,7.448650000000001
19,2023-11-09 12:22:25,2023-11-01,Forward,AASTED_MKROV,Buy,USD,29000.0,DKK,202203.62,6.9725385,6.9804,6.9817385,2023-11-09,0,0D,USD/DKK,USDDKK=,6.972538620689655
20,2023-11-07 09:54:29,2023-11-01,Forward,AASTED_MKROV,Sell,DKK,2083656.54,EUR,279000.0,7.468303,7.45815,7.458353,2023-11-07,0,0D,EUR/DKK,EURDKK=,7.468303010752688
21,2023-11-17 11:52:26,2023-11-01,Forward,AASTED_MKROV,Buy,USD,22000.0,DKK,150829.46,6.8558846,6.86382,6.8650846,2023-11-17,0,0D,USD/DKK,USDDKK=,6.855884545454545
22,2023-11-24 11:46:13,2023-11-01,Forward,AASTED_MKROV,Buy,USD,34000.0,DKK,232114.68,6.8269023,6.83482,6.8361023,2023-11-24,0,0D,USD/DKK,USDDKK=,6.826902352941176
23,2023-11-24 11:45:43,2023-11-01,Forward,AASTED_MKROV,Buy,EUR,260000.0,DKK,1936158.95,7.4467652,7.45641,7.4567152,2023-11-24,0,0D,EUR/DKK,EURDKK=,7.4467651923076925
24,2023-11-10 12:45:15,2023-11-01,Forward,AASTED_MKROV,Buy,EUR,1012000.0,DKK,7536991.44,7.44762,7.45739,7.45757,2023-11-10,0,0D,EUR/DKK,EURDKK=,7.447620000000001
25,2023-11-07 09:55:09,2023-11-01,Forward,AASTED_MKROV,Buy,USD,53000.0,DKK,368748.66,6.9575218,6.9661,6.9667218,2023-11-07,0,0D,USD/DKK,USDDKK=,6.957521886792453
26,2023-10-31 11:46:20,2023-10-01,Forward,AASTED_MKROV,Sell,DKK,4648915.52,EUR,622000.0,7.4741407,7.46452,7.4641907,2023-10-31,0,0D,EUR/DKK,EURDKK=,7.474140707395498
27,2023-10-31 11:44:50,2023-10-01,Forward,AASTED_MKROV,Buy,USD,65000.0,DKK,454483.89,6.9920598,7.00088,7.0012598,2023-10-31,0,0D,USD/DKK,USDDKK=,6.992059846153847
28,2023-11-28 14:26:59,2023-11-01,Forward,AASTED_MKROV,Buy,EUR,790000.0,DKK,5882242.04,7.445876,7.45578,7.455826,2023-11-28,0,0D,EUR/DKK,EURDKK=,7.445876
29,2023-10-31 14:09:02,2023-10-01,Forward,AASTED_MKROV,Sell,DKK,186868.75,EUR,25000.0,7.47475,7.4648,7.4648,2023-10-31,0,0D,EUR/DKK,EURDKK=,7.47475
30,2023-11-17 11:48:51,2023-11-01,Forward,AASTED_MKROV,Buy,EUR,2350000.0,DKK,17505226.14,7.4490324,7.45872,7.4589824,2023-11-17,0,0D,EUR/DKK,EURDKK=,7.4490324
31,2023-11-16 12:26:21,2023-11-01,Forward,AASTED_MKROV,Sell,DKK,4668369.63,EUR,625000.0,7.4693914,7.45906,7.4594414,2023-11-16,0,0D,EUR/DKK,EURDKK=,7.469391408
32,2023-11-14 12:13:11,2023-11-01,Forward,AASTED_MKROV,Buy,EUR,1584000.0,DKK,11799732.7,7.4493262,7.45914,7.4592762,2023-11-14,0,0D,EUR/DKK,EURDKK=,7.449326199494949
33,2023-11-14 12:13:41,2023-11-01,Forward,AASTED_MKROV,Buy,USD,15000.0,DKK,104235.7,6.9490467,6.9576,6.9582467,2023-11-14,0,0D,USD/DKK,USDDKK=,6.949046666666667
34,2023-11-02 11:23:45,2023-11-01,Spot,ACANA_DK_APS,Buy,DKK,1000000.0,CAD,196089.97,5.0997,5.0819,5.0819,2023-11-06,4,<1W,CAD/DKK,CADDKK=,5.099699897960105
35,2023-11-02 11:24:15,2023-11-01,Spot,ACANA_DK_APS,Buy,DKK,1000000.0,CAD,196116.89,5.099,5.0812,5.0812,2023-11-06,4,<1W,CAD/DKK,CADDKK=,5.098999887261112
36,2023-11-02 11:32:17,2023-11-01,Spot,ACANA_DK_APS,Buy,DKK,370000.0,CAD,72548.88,5.10001,5.08221,5.08221,2023-11-06,4,<1W,CAD/DKK,CADDKK=,5.100009814072939
37,2023-11-02 11:28:26,2023-11-01,Spot,ACANA_DK_APS,Buy,DKK,1000000.0,CAD,196101.5,5.0994,5.0816,5.0816,2023-11-06,4,<1W,CAD/DKK,CADDKK=,5.099400055583461
38,2023-11-02 11:27:36,2023-11-01,Spot,ACANA_DK_APS,Buy,DKK,1000000.0,CAD,196105.35,5.0993,5.0815,5.0815,2023-11-06,4,<1W,CAD/DKK,CADDKK=,5.099299942607379
39,2023-11-10 10:34:26,2023-11-01,Forward,AKTIER_FX,Buy,USD,1000000.0,DKK,6990076.5,6.9900765,0.0,0.0,2023-11-17,7,1W,USD/DKK,USDDKK=,6.9900765
40,2023-11-22 16:34:00,2023-11-01,Forward,AKTIER_FX,Buy,USD,2000000.0,DKK,13709141.4,6.8545707,0.0,0.0,2023-12-15,23,3W,USD/DKK,USDDKK=,6.8545707
41,2023-11-15 09:34:36,2023-11-01,Spot,AKTIER_FX,Sell,DKK,6862960.0,USD,1000000.0,6.86296,0.0,0.0,2023-11-17,2,<1W,USD/DKK,USDDKK=,6.86296
42,2023-11-09 16:03:28,2023-11-01,Forward,AKTIER_FX,Sell,DKK,3480026.95,USD,500000.0,6.9600539,0.0,0.0,2023-11-17,8,1W,USD/DKK,USDDKK=,6.9600539
43,2023-11-02 08:33:18,2023-11-01,Forward,AKTIER_FX,Sell,DKK,5628083.2,USD,800000.0,7.035104,0.0,0.0,2023-11-17,15,2W,USD/DKK,USDDKK=,7.0351040000000005
44,2023-11-02 11:37:42,2023-11-01,Forward,AKTIER_FX,Sell,DKK,7020385.6,USD,1000000.0,7.0203856,0.0,0.0,2023-11-17,15,2W,USD/DKK,USDDKK=,7.0203856
45,2023-11-03 14:27:47,2023-11-01,Forward,AKTIER_FX,Sell,DKK,1392909.46,USD,200000.0,6.9645473,0.0,0.0,2023-11-17,14,2W,USD/DKK,USDDKK=,6.9645472999999996
46,2023-10-31 16:23:02,2023-10-01,Forward,AKTIER_FX,Buy,USD,1000000.0,DKK,7044971.3,7.0449713,0.0,0.0,2023-11-17,17,2W,USD/DKK,USDDKK=,7.044971299999999
47,2023-11-14 08:03:02,2023-11-01,Forward,ALBATROS_TRA,Buy,USD,1000000.0,DKK,6963706.2,6.9637062,6.97257,6.9729062,2023-11-15,1,<1W,USD/DKK,USDDKK=,6.9637062
48,2023-11-02 07:56:57,2023-11-01,Forward,ALBATROS_TRA,Buy,GBP,200000.0,DKK,1712525.6,8.562628,8.5764,8.577378,2023-11-03,1,<1W,GBP/DKK,GBPDKK=,8.562628
49,2023-11-16 08:19:59,2023-11-01,Forward,ALBA_TANKERS,Sell,USD,2915.06,DKK,20000.0,0.1457531,0.14527,0.1452431,2023-11-16,0,0D,USD/DKK,USDDKK=,6.8609222451681955
50,2023-11-06 10:45:50,2023-11-01,Spot,ALBA_TANKERS,Sell,USD,923.0,SEK,10000.0,0.0923,0.09197,0.09197,2023-11-08,2,<1W,USD/SEK,USDSEK=,10.834236186348862
51,2023-11-06 10:45:30,2023-11-01,Spot,ALBA_TANKERS,Sell,USD,14458.0,DKK,100000.0,0.14458,0.14407,0.14407,2023-11-08,2,<1W,USD/DKK,USDDKK=,6.916585973163646
52,2023-11-10 10:04:31,2023-11-01,Forward,ALBA_TANKERS,Sell,USD,43068.63,DKK,300000.0,0.1435621,0.14308,0.1430521,2023-11-10,0,0D,USD/DKK,USDDKK=,6.965626721815855
53,2023-11-24 08:16:47,2023-11-01,Forward,ALBA_TANKERS,Sell,USD,29352.84,DKK,200000.0,0.1467642,0.14627,0.1462442,2023-11-24,0,0D,USD/DKK,USDDKK=,6.813650740439426
54,2023-11-01 08:47:38,2023-11-01,Forward,ALBA_TANKERS,Sell,USD,28366.34,DKK,200000.0,7.0506097,7.06836,7.0690097,2023-11-01,0,0D,USD/DKK,USDDKK=,7.050609983522724
55,2023-11-06 10:58:52,2023-11-01,Forward,ALBA_TANKERS,Sell,USD,10784.07,EUR,10000.0,1.0784067,1.07472,1.0746367,2023-11-06,0,0D,,,0.9272936841099881
56,2023-10-31 14:47:38,2023-10-01,Forward,ALBA_TANKERS,Sell,USD,10648.28,EUR,10000.0,1.0648279,1.06122,1.0611079,2023-10-31,0,0D,,,0.9391188060419147
57,2023-11-28 10:12:31,2023-11-01,Forward,ALBA_TANKERS,Sell,USD,10987.59,EUR,10000.0,1.0987591,1.095,1.0949191,2023-11-28,0,0D,,,0.9101176873181471
58,2023-11-21 08:02:22,2023-11-01,Forward,ALT_PR_EQ_19,Sell,DKK,3542.57,EUR,475.0,7.4580349,7.45588,7.4560449,2023-11-22,1,<1W,EUR/DKK,EURDKK=,7.458042105263158
59,2023-11-03 07:45:32,2023-11-01,Forward,ALT_PR_EQ_19,Sell,DKK,108491.79,EUR,14533.0,7.4652029,7.46311,7.4632129,2023-11-06,3,<1W,EUR/DKK,EURDKK=,7.465202642262437
60,2023-11-08 09:57:27,2023-11-01,Forward,ALT_PR_EQ_19,Sell,DKK,1537864.33,USD,220000.0,6.9902924,6.9881,6.9884524,2023-11-09,1,<1W,USD/DKK,USDDKK=,6.99029240909091
61,2023-11-23 08:35:30,2023-11-01,Forward,ALT_PR_EQ_19,Sell,DKK,850141.21,EUR,114000.0,7.457379,7.45513,7.455389,2023-11-24,1,<1W,EUR/DKK,EURDKK=,7.457379035087719
62,2023-11-08 10:04:53,2023-11-01,Spot,ALT_PR_EQ_19,Sell,DKK,4592185.16,EUR,615600.0,7.45969,7.4577,7.4577,2023-11-10,2,<1W,EUR/DKK,EURDKK=,7.459689993502274
63,2023-11-07 09:38:31,2023-11-01,Spot,ALT_PR_EQ_19,Sell,DKK,3753934.85,USD,538356.0,6.97296,6.97112,6.97112,2023-11-09,2,<1W,USD/DKK,USDDKK=,6.972959993015774
64,2023-11-22 07:48:04,2023-11-01,Forward,ALT_PR_EQ_20,Sell,DKK,3228.59,EUR,433.0,7.456337,7.45425,7.454347,2023-11-23,1,<1W,EUR/DKK,EURDKK=,7.456327944572749
65,2023-11-03 07:55:24,2023-11-01,Forward,ALT_PR_EQ_20,Sell,DKK,121775.93,EUR,16312.5,7.465191,7.46309,7.463201,2023-11-06,3,<1W,EUR/DKK,EURDKK=,7.4651911111111104
66,2023-11-03 07:57:19,2023-11-01,Forward,ALT_PR_EQ_21,Sell,DKK,202495.48,EUR,27125.0,7.465271,7.46317,7.463281,2023-11-06,3,<1W,EUR/DKK,EURDKK=,7.465271152073733
67,2023-11-03 07:58:54,2023-11-01,Forward,ALT_PR_EQ_22,Sell,DKK,527654.69,EUR,70681.25,7.465271,7.46317,7.463281,2023-11-06,3,<1W,EUR/DKK,EURDKK=,7.465271058449022
68,2023-11-22 07:57:06,2023-11-01,Forward,ALT_PR_EQ_22,Sell,DKK,94150.78,EUR,12626.0,7.456897,7.45481,7.454907,2023-11-23,1,<1W,EUR/DKK,EURDKK=,7.456896879455092
69,2023-11-24 17:23:47,2023-11-01,Spot,AM_910643,Sell,DKK,84800000.0,EUR,11374122.8,7.45552,7.45515,7.45515,2023-11-28,4,<1W,EUR/DKK,EURDKK=,7.455519998430121
70,2023-11-06 10:03:14,2023-11-01,Swap,AM_91393,Buy,JPY,11630000000.0,DKK,539117793.76,21.50301,21.57228,21.50308,2023-12-08,32,1M,JPY/DKK,JPYDKK=,0.04635578622184007
71,2023-11-02 10:17:21,2023-11-01,Swap,AM_91393,Buy,JPY,13200000000.0,DKK,616239234.34,21.350859,21.4202525,21.350869,2023-12-06,34,1M,JPY/DKK,JPYDKK=,0.04668479048030303
72,2023-11-03 08:00:25,2023-11-01,Swap,AM_91393,Buy,JPY,9000000000.0,DKK,419797461.72,21.36944,21.43891,21.36951,2023-12-07,34,1M,JPY/DKK,JPYDKK=,0.046644162413333336
73,2023-11-16 10:49:44,2023-11-01,Forward,AM_91393,Sell,DKK,352010.16,JPY,7750000.0,22.01641,22.01,22.01675,2023-11-17,1,<1W,JPY/DKK,JPYDKK=,0.04542066580645161
74,2023-11-16 08:33:57,2023-11-01,Forward,AM_91393,Sell,DKK,16804.5,JPY,370000.0,22.01791,22.0115,22.01825,2023-11-17,1,<1W,JPY/DKK,JPYDKK=,0.04541756756756757
75,2023-11-21 08:51:44,2023-11-01,Forward,AM_91420,Sell,DKK,6000.0,EUR,804.72,7.4560036,7.45581,7.4559736,2023-11-22,1,<1W,EUR/DKK,EURDKK=,7.456009543692216
76,2023-10-31 13:39:45,2023-10-01,Spot,AM_91447,Sell,DKK,15000.0,EUR,2009.62,7.46408,7.46405,7.46405,2023-11-02,2,<1W,EUR/DKK,EURDKK=,7.4640976901105685
77,2023-11-21 10:33:04,2023-11-01,Forward,AM_91447,Sell,DKK,7000.0,EUR,938.79,7.4563705,7.45626,7.4563405,2023-11-23,2,<1W,EUR/DKK,EURDKK=,7.456406651114733
78,2023-11-06 11:33:39,2023-11-01,Swap,AM_91465,Sell,JPY,21670000000.0,DKK,1004529887.43,21.50301,21.57228,21.50308,2023-12-08,32,1M,JPY/DKK,JPYDKK=,0.04635578622196585
79,2023-11-24 13:17:59,2023-11-01,Spot,AM_91526,Sell,DKK,116000.0,EUR,15557.02,7.45644,7.45641,7.45641,2023-11-28,4,<1W,EUR/DKK,EURDKK=,7.456440886493685
80,2023-11-21 10:35:25,2023-11-01,Forward,AM_91541,Sell,DKK,3000.0,EUR,402.34,7.4563705,7.45626,7.4563405,2023-11-23,2,<1W,EUR/DKK,EURDKK=,7.456380175970573
81,2023-11-21 10:33:57,2023-11-01,Forward,AM_91552,Sell,DKK,6000.0,EUR,804.68,7.4563705,7.45626,7.4563405,2023-11-23,2,<1W,EUR/DKK,EURDKK=,7.456380175970573
82,2023-10-31 16:27:19,2023-10-01,Spot,AM_91552,Sell,DKK,12000.0,EUR,1607.7,7.46408,7.46405,7.46405,2023-11-02,2,<1W,EUR/DKK,EURDKK=,7.464079119238663
83,2023-11-13 07:58:06,2023-11-01,Spot,AM_91615,Sell,DKK,30000.0,EUR,4021.9,7.45916,7.45913,7.45913,2023-11-15,2,<1W,EUR/DKK,EURDKK=,7.459161093015739
84,2023-11-21 08:53:09,2023-11-01,Forward,AM_91662,Sell,DKK,6000.0,EUR,804.68,7.4563705,7.45626,7.4563405,2023-11-23,2,<1W,EUR/DKK,EURDKK=,7.456380175970573
85,2023-11-02 08:07:24,2023-11-01,Spot,AM_91715,Sell,DKK,2326000.0,HKD,2584139.48,1.11098,1.111,1.111,2023-11-06,4,<1W,HKD/DKK,HKDDKK=,0.9001062125330789
86,2023-11-23 16:22:01,2023-11-01,Spot,ANDY_PRODUKT,Buy,EUR,80000.0,USD,86959.2,1.08699,1.09081,1.09081,2023-11-27,4,<1W,EUR/USD,EURUSD=,0.919971664872722
87,2023-11-21 14:31:45,2023-11-01,Forward,AND_BORDING,Buy,NOK,400000.0,DKK,255020.0,0.63755,0.6395,0.6395,2023-11-21,0,0D,NOK/DKK,NOKDKK=,0.63755
88,2023-11-16 09:01:46,2023-11-01,Swap,AND_BORDING,Sell,DKK,113170.38,USD,17041.65,6.628511,6.640811,6.629511,2023-12-29,43,2M,USD/DKK,USDDKK=,6.6408111890573975
89,2023-11-15 09:02:47,2023-11-01,Spot,AND_BORDING,Buy,NOK,400000.0,DKK,252144.44,0.63036109,0.63231109,0.63231109,2023-11-17,2,<1W,NOK/DKK,NOKDKK=,0.6303611
90,2023-11-10 11:03:15,2023-11-01,Forward,AND_BORDING,Buy,SEK,180000.0,DKK,114869.97,0.6381665,0.63995,0.6399665,2023-11-10,0,0D,SEK/DKK,SEKDKK=,0.6381665
91,2023-11-16 08:56:51,2023-11-01,Swap,AND_BORDING,Sell,DKK,34477.31,USD,5190.95,6.628511,6.641811,6.629811,2023-12-29,43,2M,USD/DKK,USDDKK=,6.641811229158439
92,2023-11-06 07:55:28,2023-11-01,Swap,AND_BORDING,Sell,DKK,26596.84,USD,4000.0,6.628511,6.649211,6.630611,2023-12-29,53,2M,USD/DKK,USDDKK=,6.64921
93,2023-11-07 08:45:39,2023-11-01,Spot,ANNASSURRA,Buy,EUR,200000.0,DKK,1490056.0,7.45028,7.45824,7.45824,2023-11-09,2,<1W,EUR/DKK,EURDKK=,7.45028
94,2023-11-13 13:58:43,2023-11-01,Forward,APGHYB2,Sell,EUR,1801.63,DKK,13438.0,7.4587919,7.45964,7.4597919,2023-11-13,0,0D,EUR/DKK,EURDKK=,7.458801196694104
95,2023-11-13 15:30:03,2023-11-01,Spot,APODANNORDIC,Sell,DKK,700639.0,USD,100000.0,7.00639,6.98799,6.98799,2023-11-15,2,<1W,USD/DKK,USDDKK=,7.00639
96,2023-11-07 11:14:20,2023-11-01,Forward,APODANNORDIC,Sell,DKK,71115.97,JPY,1514000.0,0.046972237,0.04639,0.046704937,2024-01-10,64,2M,JPY/DKK,JPYDKK=,0.04697223910171731
97,2023-11-08 08:47:38,2023-11-01,Spot,AREIM_HOLD,Sell,SEK,23629960.0,EUR,2020000.0,11.698,11.695,11.695,2023-11-10,2,<1W,EUR/SEK,EURSEK=,11.698
98,2023-11-16 15:13:24,2023-11-01,Swap,ARHUS_FIN,Sell,TRY,45348750.0,EUR,1450000.0,32.12884,31.275,32.13747,2023-12-20,34,1M,EUR/TRY,EURTRY=,31.275
99,2023-10-31 11:35:23,2023-10-01,Forward,ARHUS_FIN,Buy,NOK,10000000.0,SEK,9939830.0,0.993983,0.99757,0.994083,2024-06-20,233,>3M,,,
100,2023-11-24 11:20:09,2023-11-01,Forward,ARHUS_FIN,Sell,EUR,671915.51,DKK,5000000.0,7.4414118,7.45666,7.4417918,2024-06-20,209,>3M,EUR/DKK,EURDKK=,7.441411792979745
101,2023-11-28 09:56:33,2023-11-01,Forward,ARHUS_FIN,Buy,PLN,1700000.0,USD,424916.09,4.0007899,3.9735,3.9999899,2024-08-20,266,>3M,USD/PLN,USDPLN=,4.000789897130042
102,2023-11-17 10:33:24,2023-11-01,Forward,ARHUS_FIN,Buy,EUR,375000.0,SEK,4316492.4,11.5106464,11.48043,11.5118864,2024-10-21,339,>3M,EUR/SEK,EURSEK=,11.5106464
103,2023-11-01 10:04:25,2023-11-01,Forward,ARHUS_FIN,Buy,CNY,8000000.0,USD,1108438.54,7.21736,7.1776,7.2166,2024-02-22,113,>3M,,,
104,2023-11-27 10:19:53,2023-11-01,Forward,ARHUS_FIN,Sell,EUR,161182.45,DKK,1200000.0,7.4449795,7.45577,7.4452695,2024-04-22,147,>3M,EUR/DKK,EURDKK=,7.444979276589976
105,2023-11-13 10:06:18,2023-11-01,Forward,ARHUS_FIN,Sell,EUR,5836.78,NOK,70000.0,11.9929085,11.89486,11.9946585,2024-10-21,343,>3M,EUR/NOK,EURNOK=,11.99291390115783
106,2023-11-21 10:28:28,2023-11-01,Forward,ARHUS_FIN,Sell,EUR,2083213.91,DKK,15500000.0,7.4404265,7.45598,7.4408065,2024-06-20,212,>3M,EUR/DKK,EURDKK=,7.440426509056865
107,2023-11-16 15:11:44,2023-11-01,Swap,ARHUS_FIN,Sell,NOK,5891580.0,EUR,500000.0,11.7867748,11.78316,11.7868148,2023-12-20,34,1M,EUR/NOK,EURNOK=,11.78316
108,2023-11-01 11:43:42,2023-11-01,Swap,ARLA_FINANCE,Sell,DKK,128810700.0,GBP,15000000.0,8.5794455,8.58738,8.5794455,2023-11-24,23,3W,GBP/DKK,GBPDKK=,8.58738
109,2023-11-03 12:01:45,2023-11-01,Swap,ARLA_FINANCE,Sell,GBP,13059900.0,EUR,15000000.0,0.8707482,0.87066,0.8707482,2023-11-10,7,1W,,,
110,2023-11-27 12:33:38,2023-11-01,Swap,ARLA_FINANCE,Buy,SEK,45000000.0,DKK,29389500.0,0.6530211,0.6531,0.6530211,2023-12-11,14,2W,SEK/DKK,SEKDKK=,0.6531
111,2023-11-27 07:58:37,2023-11-01,Swap,ARLA_FINANCE,Buy,USD,15000000.0,DKK,102148500.0,6.8069398,6.8099,6.8069398,2023-12-08,11,1W,USD/DKK,USDDKK=,6.8099
112,2023-11-22 13:53:52,2023-11-01,Swap,ARLA_FINANCE,Sell,DKK,684097000.0,USD,100000000.0,6.8297554,6.84097,6.8297554,2023-12-27,35,1M,USD/DKK,USDDKK=,6.84097
113,2023-11-13 14:02:00,2023-11-01,Swap,ARLA_FINANCE,Sell,DKK,214007500.0,GBP,25000000.0,8.55686,8.5603,8.55686,2023-11-24,11,1W,GBP/DKK,GBPDKK=,8.5603
114,2023-11-10 10:08:18,2023-11-01,Swap,ARLA_FOODS,Buy,EUR,15000000.0,GBP,13115700.0,0.8746754,0.87438,0.8746754,2023-11-24,14,2W,,,
115,2023-11-17 09:45:34,2023-11-01,Forward,ARLA_FOODS,Buy,AUD,5000000.0,DKK,22253848.0,4.4507696,4.4536,4.4507696,2023-12-22,35,1M,AUD/DKK,AUDDKK=,4.4507696
116,2023-10-31 08:06:36,2023-10-01,Spot,ARLA_FOODS,Buy,CNH,25000000.0,DKK,23927750.0,0.95711,0.95711,0.95711,2023-11-02,2,<1W,CNH/DKK,CNHDKK=,0.95711
117,2023-11-08 14:32:35,2023-11-01,Swap,ARLA_FOODS,Sell,DKK,454455950.0,USD,65000000.0,6.986758,6.99163,6.986758,2023-11-24,16,2W,USD/DKK,USDDKK=,6.99163
118,2023-11-03 13:32:07,2023-11-01,Swap,ARLA_FOODS,Buy,GBP,15000000.0,DKK,128542800.0,8.56837,8.56952,8.56837,2023-11-10,7,1W,GBP/DKK,GBPDKK=,8.56952
119,2023-11-23 14:36:38,2023-11-01,Swap,ARLA_FOODS,Sell,DKK,683895000.0,USD,100000000.0,6.834262,6.83895,6.834262,2023-12-11,18,3W,USD/DKK,USDDKK=,6.83895
120,2023-11-08 12:49:32,2023-11-01,Swap,ARLA_FOODS,Buy,SEK,50000000.0,DKK,31970000.0,0.6391639,0.6394,0.6391639,2023-12-11,33,1M,SEK/DKK,SEKDKK=,0.6394
121,2023-11-08 14:34:23,2023-11-01,Swap,ARLA_FOODS,Sell,DKK,21943350.0,MXN,55000000.0,0.3963274,0.39897,0.3963274,2023-12-11,33,1M,MXN/DKK,MXNDKK=,0.39897
122,2023-11-13 14:10:48,2023-11-01,Swap,ARLA_FOODS,Buy,SEK,125000000.0,DKK,80312500.0,0.6422945,0.6425,0.6422945,2023-12-11,28,1M,SEK/DKK,SEKDKK=,0.6425
123,2023-11-22 07:57:55,2023-11-01,Swap,ARLA_FOODS,Buy,EUR,100000000.0,DKK,745455000.0,7.446711,7.45455,7.446701,2024-03-11,110,>3M,EUR/DKK,EURDKK=,7.45455
124,2023-11-23 15:16:08,2023-11-01,Swap,ARLA_FOODS,Buy,GBP,20000000.0,DKK,171473000.0,8.5684777,8.57365,8.5684777,2023-12-11,18,3W,GBP/DKK,GBPDKK=,8.57365
125,2023-10-31 09:24:49,2023-10-01,Forward,ARMORICA_DK,Buy,EUR,502500.0,DKK,3743093.91,7.4489431,7.46407,7.4638731,2023-10-31,0,0D,EUR/DKK,EURDKK=,7.448943104477612
126,2023-11-24 10:50:10,2023-11-01,Forward,AUBO_PRODUCT,Buy,NOK,5000000.0,DKK,3167500.0,0.6335,0.63503,0.6350571,2023-11-24,0,0D,NOK/DKK,NOKDKK=,0.6335
